id,url,name,author
9e32a316-9ac8-4730-9955-5f377b6997ae,http://localhost:3000/extension-login,localhost:3000/extension-login,
58a472be-34c7-418b-80b4-68c38636ed82,https://github.com/duplicateduuid/banoffee,duplicateduuid/banoffee: Banoffee is a social networking platform tailored for avid readers and knowledge seekers.,
